"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Player position","type_value_Team formation","type_value_Resume","type_value_Team player formation","type_value_Team kit","type_value_Captain","type_value_Jersey number","type_value_Involved","type_value_Direction of Play","type_value_Pass End X","type_value_Kick Off","type_value_Angle","type_value_Pass End Y","type_value_Length","type_value_Zone","type_value_Chipped","type_value_Launch","type_value_Long ball","type_value_Head pass","type_value_Players caught offside","type_value_Free kick taken","type_value_Indirect","type_value_Not visible","type_value_Regular play","type_value_Assist","type_value_Intentional
assist","type_value_Goal mouth z coordinate","type_value_GK Y Coordinate","type_value_Left footed","type_value_Related event ID","type_value_Goal mouth y coordinate","type_value_Low right","type_value_Big Chance","type_value_Assisted","type_value_Box-deep left","type_value_Keeper Touched","type_value_First Touch","type_value_GK X blocked","type_value_Throw-in","type_value_In-swinger","type_value_Cross","type_value_Head","type_value_Offensive","type_value_Opposite related event ID","type_value_Opposite
related
event ID","type_value_Defensive","type_value_Right footed","type_value_Out-swinger","type_value_Direct","type_value_Attempted Tackle","type_value_Foul","type_value_Goal Kick","type_value_Low","type_value_Out of play","type_value_Keeper Throw","type_value_Blocked
Pass","type_value_Lay-off","type_value_Left","type_value_Right","type_value_Corner taken","type_value_Shirt Pull/Holding","type_value_Yellow Card","type_value_Fast Break","type_value_Fast break","type_value_High centre","type_value_Volley","type_value_Box-centre","type_value_Out of box-centre","type_value_Individual Play","type_value_Blocked x co-ordinate","type_value_Blocked y co-ordinate","type_value_Low centre","type_value_Hands","type_value_Collected","type_value_Stooping","type_value_Close left","type_value_Switch of play","type_value_High","type_value_Overrun","type_value_Pull Back","type_value_From corner","type_value_Blocked","type_value_Def block","type_value_Blocked cross","type_value_Flick-on","type_value_Through ball","type_value_Low left","type_value_Diving","type_value_Out of box-deep left","type_value_Deflection","type_value_Parried danger","type_value_Dangerous play","type_value_Box-left","type_value_Parried safe","type_value_Over-arm","type_value_Small box-left","type_value_Box-right","type_value_End type","type_value_Tactical","type_value_Detailed Position ID","type_value_Position Side ID","type_value_Formation slot","type_value_Box-deep right","type_value_High Right","type_value_Strong","type_value_Captain change","type_value_Small box-right","type_value_Set piece","type_value_Leading to attempt","type_value_1 on 1","type_value_Close left and high","type_value_Gk kick from hands","type_value_Shove/push","type_value_Straight","type_value_Standing","type_value_High claim","type_value_Game end","value_Team formation","value_Captain","value_Direction of Play","value_Pass End X","value_Kick Off","value_Angle","value_Pass End Y","value_Length","value_Zone","value_Chipped","value_Launch","value_Long ball","value_Head pass","value_Players caught offside","value_Free kick taken","value_Indirect","value_Not visible","value_Regular play","value_Assist","value_Intentional
assist","value_Goal mouth z coordinate","value_GK Y Coordinate","value_Left footed","value_Related event ID","value_Goal mouth y coordinate","value_Low right","value_Big Chance","value_Assisted","value_Box-deep left","value_Keeper Touched","value_First Touch","value_GK X blocked","value_Throw-in","value_In-swinger","value_Cross","value_Head","value_Offensive","value_Opposite related event ID","value_Opposite
related
event ID","value_Defensive","value_Right footed","value_Out-swinger","value_Direct","value_Attempted Tackle","value_Foul","value_Goal Kick","value_Low","value_Out of play","value_Keeper Throw","value_Blocked
Pass","value_Lay-off","value_Left","value_Right","value_Corner taken","value_Shirt Pull/Holding","value_Yellow Card","value_Fast Break","value_Fast break","value_High centre","value_Volley","value_Box-centre","value_Out of box-centre","value_Individual Play","value_Blocked x co-ordinate","value_Blocked y co-ordinate","value_Low centre","value_Hands","value_Collected","value_Stooping","value_Close left","value_Switch of play","value_High","value_Overrun","value_Pull Back","value_From corner","value_Blocked","value_Def block","value_Blocked cross","value_Flick-on","value_Through ball","value_Low left","value_Diving","value_Out of box-deep left","value_Deflection","value_Parried danger","value_Dangerous play","value_Box-left","value_Parried safe","value_Over-arm","value_Small box-left","value_Box-right","value_End type","value_Tactical","value_Detailed Position ID","value_Position Side ID","value_Formation slot","value_Box-deep right","value_High Right","value_Strong","value_Captain change","value_Small box-right","value_Set piece","value_Leading to attempt","value_1 on 1","value_Close left and high","value_Gk kick from hands","value_Shove/push","value_Straight","value_Standing","value_High claim","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
5.5,0,7.5,"4grc9qgcvusllap8h5j6gc5h5",28.665,45.968,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"d1k9hj2ovhxue46mbdxy7wp3o",31.92,48.008,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",11,0.01110462,0.01110462,0,"UD Almería",0,2.85707248535239,32.0765285930987,NA,11,1,"Levante UD",11
6,0,10,"4grc9qgcvusllap8h5j6gc5h5",31.92,48.008,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"d1k9hj2ovhxue46mbdxy7wp3o",28.35,29.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,2727856295,1,"Jorge Cabello",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.0",NA,"4.53","42.7","19.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",12,0.01110462,0.01132376,0.00021914,"UD Almería",-2.40015180564909,0,-100.656848246921,"J. Cabello",12,1,"Levante UD",12
6.5,0,12,"4grc9qgcvusllap8h5j6gc5h5",28.35,29.036,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"4ig4kv8c1xew1jlsy1k2iga21",30.24,21.896,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",13,0.01132376,0.01110462,-0.00021914,"UD Almería",0,1.07706165937378,-75.1735200296443,NA,13,1,"Levante UD",13
7,0,14,"4grc9qgcvusllap8h5j6gc5h5",30.24,21.896,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"4ig4kv8c1xew1jlsy1k2iga21",46.305,2.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233333333333333,2727856351,1,"Unai Elgezabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.1",NA,"5.41","3.8","25.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",14,0.01110462,0.01248344,0.00137882,"UD Almería",9.15972997140921,0,-50.2440743155628,"U. Elgezabal",14,1,"Levante UD",14
8,0,18,"4grc9qgcvusllap8h5j6gc5h5",45.36,4.352,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"awifojlj7tvikhdfqftwhco44",74.655,12.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2727856423,1,"Andres Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,157,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.1",NA,"0.29","19.1","30.5","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",15,NA,NA,NA,"UD Almería",29.6931417535043,0,16.4252181861958,"A. Garcia",15,1,"Levante UD",15
3,0,20,"cobffe32r7g4skka9m19qib63",30.975,51.408,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"ezb815xw3yx3r3ey51zovop91",36.12,57.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,2727856457,1,"A. Radovanovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.4",NA,"0.85","84.3","7.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",16,0.0105949,0.01214719,0.00155229,"Levante UD",3.32250131783708,0,48.9873166474759,"A. Radovanovic",16,2,"UD Almería",16
4,0,22,"cobffe32r7g4skka9m19qib63",36.12,57.324,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"4hhuyat3grozmgba4f55zyajt",48.825,50.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366666666666667,2727856527,1,"Edgar Gonzalez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.5",NA,"5.80","74.6","14.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",17,0.01214719,0.0138454,0.00169821,"Levante UD",14.109053559041,0,-27.4367905858837,"E. Gonzalez",17,2,"UD Almería",17
5,0,25,"cobffe32r7g4skka9m19qib63",48.825,50.728,"FirstHalf","BallTouch","Successful",NA,NA,NA,NA,NA,"d1d3v27d4r6vme6n2w5umaacp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667,2727856591,61,"L. Suarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",18,NA,NA,NA,"Levante UD",0,0,NA,"L. Suarez",18,2,"UD Almería",18
6,0,29,"cobffe32r7g4skka9m19qib63",43.785,47.532,"FirstHalf","OffsidePass","Successful",NA,NA,NA,NA,NA,"6kpscy08tl4fkie4w4hl49n11",61.425,59.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483333333333333,2727856617,2,"Gonzalo Melero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,141,NA,56,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.5",NA,NA,"87.1",NA,"Left",NA,NA,NA,NA,"cspjsye2x9pmnvdxjmghwnyi2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",19,NA,NA,NA,"Levante UD",0,0,33.5459123937039,"G. Melero",19,2,"UD Almería",19
11,0,56,"4grc9qgcvusllap8h5j6gc5h5",41.16,25.16,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"4ig4kv8c1xew1jlsy1k2iga21",60.795,35.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333333333,2727857213,1,"Unai Elgezabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,5,241,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57.9",NA,"0.47","51.8","22.1","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",20,0.01269174,0.01689528,0.00420354,"UD Almería",20.227194005601,0,27.1375950432353,"U. Elgezabal",20,3,"Levante UD",20
12,0,58,"4grc9qgcvusllap8h5j6gc5h5",61.95,36.448,"FirstHalf","BallTouch","Successful",NA,NA,NA,NA,NA,"6gtfe9aysdrcht4v2rluu0ley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966666666666667,2727857221,61,"Carlos Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",21,NA,NA,NA,"UD Almería",0,0,NA,"C. Alvarez",21,3,"Levante UD",21
9,1,1,"cobffe32r7g4skka9m19qib63",40.845,16.932,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"cu52a54iqv8lec3e4104vh84q",72.24,10.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01666666666667,2727857285,1,"Sergio Arribas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.8",NA,"6.07","14.9","32.1","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",22,NA,NA,NA,"Levante UD",25.853909114155,0,-12.2212004962204,"S. Arribas",22,3,"Levante UD",22
