"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Length","type_value_Angle","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_ShotAssist","type_value_KeyPass","type_value_RegularPlay","type_value_Assisted","type_value_LeftFoot","type_value_RelatedEventId","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_BlockedX","type_value_BlockedY","type_value_LowCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_MissLeft","type_value_CornerTaken","type_value_Chipped","type_value_LayOff","type_value_GoalKick","type_value_ThrowIn","type_value_PlayerCaughtOffside","type_value_GoalDisallowed","type_value_IndirectFreekickTaken","type_value_FreekickTaken","type_value_Cross","type_value_Head","type_value_LeadingToAttempt","type_value_Volley","type_value_BoxCentre","type_value_FirstTouch","type_value_DivingSave","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_HeadPass","type_value_MissRight","type_value_KeeperThrow","type_value_Foul","type_value_IntentionalAssist","type_value_SetPiece","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_BigChance","type_value_LowLeft","type_value_SmallBoxRight","type_value_MissHigh","type_value_LowRight","type_value_BoxRight","type_value_Throughball","type_value_OneOnOne","type_value_RightFoot","type_value_HighRight","type_value_StandingSave","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_SmallBoxCentre","type_value_HighClaim","type_value_HighLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_Yellow","type_value_OverRun","type_value_BlockedCross","type_value_BoxLeft","type_value_FromCorner","value_PassEndY","value_Length","value_Angle","value_Zone","value_PassEndX","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_ShotAssist","value_KeyPass","value_RegularPlay","value_Assisted","value_LeftFoot","value_RelatedEventId","value_GoalMouthZ","value_GoalMouthY","value_OutOfBoxCentre","value_IndividualPlay","value_BlockedX","value_BlockedY","value_LowCentre","value_Blocked","value_OutfielderBlock","value_MissLeft","value_CornerTaken","value_Chipped","value_LayOff","value_GoalKick","value_ThrowIn","value_PlayerCaughtOffside","value_GoalDisallowed","value_IndirectFreekickTaken","value_FreekickTaken","value_Cross","value_Head","value_LeadingToAttempt","value_Volley","value_BoxCentre","value_FirstTouch","value_DivingSave","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_HeadPass","value_MissRight","value_KeeperThrow","value_Foul","value_IntentionalAssist","value_SetPiece","value_BigChanceCreated","value_IntentionalGoalAssist","value_BigChance","value_LowLeft","value_SmallBoxRight","value_MissHigh","value_LowRight","value_BoxRight","value_Throughball","value_OneOnOne","value_RightFoot","value_HighRight","value_StandingSave","value_ParriedSafe","value_KeeperSaveObox","value_SmallBoxCentre","value_HighClaim","value_HighLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_Yellow","value_OverRun","value_BlockedCross","value_BoxLeft","value_FromCorner","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
11,12,0,15,65,75.18,19.856,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,480249,75.18,19.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2745000523,0,NA,NA,NA,56,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"Barcelona","FK Crvena Zvezda",19,"Lamine Yamal","AMR",TRUE,0,0,0,"L. Yamal",11,1,"Barcelona",11
12,4,0,15,579,29.82,48.144,"FirstHalf","Tackle","Unsuccessful",NA,NA,NA,"c(91, 142)",TRUE,294163,29.82,48.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2745000531,0,NA,NA,NA,56,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"FK Crvena Zvezda","Barcelona",6,"Rade Krunic","MC",TRUE,0,0,0,"R. Krunic",12,1,"Barcelona",12
13,13,0,17,65,78.75,17,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 123, 205, 40, 46, 35, 37, 217, 218)",TRUE,402197,77.49,21.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283333333333333,2745000593,0,141,212,213,56,140,NA,NA,NA,NA,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.5","4.6","1.85","Center","73.8",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02953272,0.0241224,-0.00541032,"Barcelona","FK Crvena Zvezda",8,"Pedri","AMC",TRUE,1.02408996478738,0,105.91114857714,"Pedri",13,1,"Barcelona",13
14,13.5,0,18.5,65,77.49,21.42,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,480249,84.945,34.816,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,0.308333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02855202,0.03511326,0.00656124,"Barcelona","FK Crvena Zvezda",19,"Lamine Yamal","AMR",TRUE,0,10.1783069433854,60.9036507461886,"L. Yamal",14,1,"Barcelona",14
15,14,0,20,65,84.945,34.816,"FirstHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 2, 3, 11, 13)",TRUE,480249,84.945,34.816,82.3,51.1,19,33.728,TRUE,13,402197,NA,NA,NA,0.333333333333333,2745000597,0,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,22,29,72,55,103,102,18,215,146,147,78,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,"13","19","49.6",NA,NA,"82.3","51.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"Barcelona","FK Crvena Zvezda",19,"Lamine Yamal","AMR",TRUE,0,0,0,"L. Yamal",15,1,"Barcelona",15
16,6,0,20,579,18.585,33.252,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,127920,18.585,33.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,2745000623,0,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"FK Crvena Zvezda","Barcelona",5,"Uros Spajic","DC",TRUE,0,0,0,"U. Spajic",16,1,"Barcelona",16
17,7,0,23,579,17.43,33.864,"FirstHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,127920,17.43,33.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383333333333333,2745000625,0,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"FK Crvena Zvezda","Barcelona",5,"Uros Spajic","DC",TRUE,0,0,0,"U. Spajic",17,1,"Barcelona",17
18,15,0,23,65,87.57,34.136,"FirstHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,480249,87.57,34.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383333333333333,2745000601,0,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"Barcelona","FK Crvena Zvezda",19,"Lamine Yamal","AMR",TRUE,0,0,0,"L. Yamal",18,1,"Barcelona",18
19,16,0,44,65,104.475,67.66,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 31, 32, 34, 35, 38, 217, 218)",TRUE,300447,85.155,61.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733333333333333,2745000891,0,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.2","20.3","3.46","Left","81.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"Barcelona","FK Crvena Zvezda",11,"Raphinha","AML",TRUE,-0.115795295856024,0,-161.875217571498,"Raphinha",19,1,"Barcelona",19
20,17,0,47,65,84.735,61.336,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,402197,75.6,49.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783333333333333,2745000927,0,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.3","14.7","4.04","Center","72.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.03485072,0.02401521,-0.01083551,"Barcelona","FK Crvena Zvezda",8,"Pedri","AMC",TRUE,0.63083824785177,0,-128.481216668675,"Pedri",20,1,"Barcelona",20
21,18,0,49,65,75.915,49.028,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 124, 36, 38, 217, 218)",TRUE,454343,91.875,22.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816666666666667,2745000943,0,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.6","30.7","5.26","Center","87.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"Barcelona","FK Crvena Zvezda",17,"Marc Casado","DMC",TRUE,15.5149918164042,0,-58.6324427803385,"M. Casado",21,1,"Barcelona",21
22,9,0,55,579,22.68,63.58,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,84875,36.54,62.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916666666666667,2745001035,0,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.5","13.9","6.19","Back","34.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.00844854,0.01126267,0.00281413,"FK Crvena Zvezda","Barcelona",23,"Milan Rodic","DL",TRUE,13.4249615075292,0,-5.60415640173746,"M. Rodic",22,1,"Barcelona",22
23,10,0,56,579,35.91,62.968,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,374989,35.91,62.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333333333,2745001041,0,NA,NA,NA,56,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"FK Crvena Zvezda","Barcelona",15,"Silas Katompa Mvumpa","MR",TRUE,0,0,0,"S. K. Mvumpa",23,1,"Barcelona",23
24,19,0,56,65,69.09,5.032,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,454343,69.09,5.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333333333,2745001027,0,NA,NA,NA,56,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"Barcelona","FK Crvena Zvezda",17,"Marc Casado","DMC",TRUE,0,0,0,"M. Casado",24,1,"Barcelona",24
25,21,0,58,65,71.925,5.236,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,301019,47.565,19.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966666666666667,2745001105,0,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.6","28.2","2.61","Back","45.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02122129,0.01429128,-0.00693001,"Barcelona","FK Crvena Zvezda",23,"Jules Kounde","DR",TRUE,-15.4169072618125,0,149.740053176777,"J. Kounde",25,1,"Barcelona",25
26,21.5,1,1,65,47.565,19.448,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,512879,41.475,27.064,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,1.01666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.01429128,0.01262646,-0.00166482,"Barcelona","FK Crvena Zvezda",35,"Gerard Martin","DL",TRUE,0,-4.65272345084575,128.646961666971,"G. Martin",26,1,"Barcelona",26
