"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","type_value_Resume","type_value_Involved","type_value_Jersey number","type_value_Team formation","type_value_Player position","type_value_Team player formation","type_value_Team kit","type_value_Captain","type_value_Direction of Play","type_value_Pass End X","type_value_Pass End Y","type_value_Zone","type_value_Length","type_value_Angle","type_value_Kick Off","type_value_Long ball","type_value_Chipped","type_value_Throw-in","type_value_Out of play","type_value_Launch","type_value_Opposite related event ID","type_value_Opposite
related
event ID","type_value_Offensive","type_value_Defensive","type_value_Right","type_value_Left","type_value_Corner taken","type_value_Out-swinger","type_value_Right footed","type_value_Cross","type_value_Head","type_value_Shirt Pull/Holding","type_value_Foul","type_value_Direct","type_value_Not visible","type_value_Free kick taken","type_value_Pull Back","type_value_Assist","type_value_Intentional
assist","type_value_Blocked x co-ordinate","type_value_Blocked y co-ordinate","type_value_GK X blocked","type_value_Blocked","type_value_Goal mouth y coordinate","type_value_Assisted","type_value_Goal mouth z coordinate","type_value_Low centre","type_value_First Touch","type_value_Regular play","type_value_GK Y Coordinate","type_value_Related event ID","type_value_Box-centre","type_value_Def block","type_value_Out of box-centre","type_value_Volley","type_value_High left","type_value_Goal Kick","type_value_Low","type_value_Switch of play","type_value_Blocked
Pass","type_value_Blocked cross","type_value_Left footed","type_value_In-swinger","type_value_Flick-on","type_value_Yellow Card","type_value_Overhit Cross","type_value_Head pass","type_value_Attempted Tackle","type_value_Lay-off","type_value_Close right","type_value_Box-right","type_value_Players caught offside","type_value_Indirect","type_value_Through ball","type_value_Keeper Throw","type_value_Over-arm","type_value_Aerial Foul","type_value_Individual Play","type_value_Fast Break","type_value_Fast break","type_value_Low right","type_value_Diving","type_value_Hands","type_value_Parried danger","type_value_Box-left","type_value_Weak","type_value_High Right","type_value_Shove/push","type_value_High","type_value_Free kick","type_value_Hand","type_value_Six yard blocked","type_value_From corner","type_value_Argument","type_value_End type","type_value_Tactical","type_value_Position Side ID","type_value_Formation slot","type_value_Detailed Position ID","type_value_Overrun","type_value_Close left","type_value_Set piece","type_value_By Wall","type_value_Captain change","type_value_Straight","type_value_Low left","type_value_Box-deep right","type_value_Parried safe","type_value_Gk kick from hands","type_value_High claim","type_value_Not past goal line","type_value_GK hoof","type_value_Own Player","type_value_Own shot blocked","type_value_Own Shot Blocked","type_value_Game end","value_Team formation","value_Captain","value_Direction of Play","value_Pass End X","value_Pass End Y","value_Zone","value_Length","value_Angle","value_Kick Off","value_Long ball","value_Chipped","value_Throw-in","value_Out of play","value_Launch","value_Opposite related event ID","value_Opposite
related
event ID","value_Offensive","value_Defensive","value_Right","value_Left","value_Corner taken","value_Out-swinger","value_Right footed","value_Cross","value_Head","value_Shirt Pull/Holding","value_Foul","value_Direct","value_Not visible","value_Free kick taken","value_Pull Back","value_Assist","value_Intentional
assist","value_Blocked x co-ordinate","value_Blocked y co-ordinate","value_GK X blocked","value_Blocked","value_Goal mouth y coordinate","value_Assisted","value_Goal mouth z coordinate","value_Low centre","value_First Touch","value_Regular play","value_GK Y Coordinate","value_Related event ID","value_Box-centre","value_Def block","value_Out of box-centre","value_Volley","value_High left","value_Goal Kick","value_Low","value_Switch of play","value_Blocked
Pass","value_Blocked cross","value_Left footed","value_In-swinger","value_Flick-on","value_Yellow Card","value_Overhit Cross","value_Head pass","value_Attempted Tackle","value_Lay-off","value_Close right","value_Box-right","value_Players caught offside","value_Indirect","value_Through ball","value_Keeper Throw","value_Over-arm","value_Aerial Foul","value_Individual Play","value_Fast Break","value_Fast break","value_Low right","value_Diving","value_Hands","value_Parried danger","value_Box-left","value_Weak","value_High Right","value_Shove/push","value_High","value_Free kick","value_Hand","value_Six yard blocked","value_From corner","value_Argument","value_End type","value_Tactical","value_Position Side ID","value_Formation slot","value_Detailed Position ID","value_Overrun","value_Close left","value_Set piece","value_By Wall","value_Captain change","value_Straight","value_Low left","value_Box-deep right","value_Parried safe","value_Gk kick from hands","value_High claim","value_Not past goal line","value_GK hoof","value_Own Player","value_Own shot blocked","value_Own Shot Blocked","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
7,0,9,"4grc9qgcvusllap8h5j6gc5h5",29.295,42.16,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"d1k9hj2ovhxue46mbdxy7wp3o",28.77,22.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,2731838243,1,"Jorge Cabello",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.4","33.3","Back","19.5","4.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",11,0.01132376,0.01110462,-0.00021914,"Real Oviedo",-0.927711245516193,0,-91.5409423748047,"J. Cabello",11,1,"Levante UD",11
8,0,12,"4grc9qgcvusllap8h5j6gc5h5",29.925,21.012,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"4ig4kv8c1xew1jlsy1k2iga21",36.435,20.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2731838273,1,"Unai Elgezabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.7","29.8","Back","6.6","6.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",12,0.01110462,0.01110462,0,"Real Oviedo",6.2628126807094,0,-6.5545502296132,"U. Elgezabal",12,1,"Levante UD",12
9,0,14,"4grc9qgcvusllap8h5j6gc5h5",36.435,20.264,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"6disrpsqjrkg0ye06a5y6box5",28.665,22.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233333333333333,2731838313,1,"G. Kochorashvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.3","32.8","Back","8.0","2.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",13,0.01110462,0.01110462,0,"Real Oviedo",-7.29845994829121,0,165.289109149826,"G. Kochorashvili",13,1,"Levante UD",13
10,0,17,"4grc9qgcvusllap8h5j6gc5h5",28.35,23.256,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"4ig4kv8c1xew1jlsy1k2iga21",30.87,50.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283333333333333,2731838391,1,"Unai Elgezabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.4","73.9","Back","27.1","1.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",14,0.01001304,0.0105949,0.00058186,"Real Oviedo",1.50872025409031,0,84.6670556067086,"U. Elgezabal",14,1,"Levante UD",14
11,0,20,"4grc9qgcvusllap8h5j6gc5h5",30.87,50.252,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"d1k9hj2ovhxue46mbdxy7wp3o",39.06,65.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,2731838467,1,"Jorge Cabello",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.2","96.2","Back","17.2","1.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",15,0.01110462,0.01126267,0.00015805,"Real Oviedo",2.84919073956664,0,61.6267413410045,"J. Cabello",15,1,"Levante UD",15
11.5,0,22,"4grc9qgcvusllap8h5j6gc5h5",39.06,65.416,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"7273i4kefuqr1mldvltt60i6s",38.535,60.452,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,0.366666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",16,0.01126267,0.01126267,0,"Real Oviedo",0,1.50607977721999,-96.0372434993762,NA,16,1,"Levante UD",16
12,0,24,"4grc9qgcvusllap8h5j6gc5h5",38.535,60.452,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"7273i4kefuqr1mldvltt60i6s",34.23,35.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2731838541,1,"Marcos Navarro",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.6","51.6","Back","25.7","4.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",17,0.01126267,0.01132376,6.10899999999998e-05,"Real Oviedo",0.756974800465542,0,-99.6329396593015,"M. Navarro",17,1,"Levante UD",17
12.5,0,25,"4grc9qgcvusllap8h5j6gc5h5",34.23,35.088,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"4ig4kv8c1xew1jlsy1k2iga21",34.23,30.668,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,0.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",18,0.01132376,0.01132376,0,"Real Oviedo",0,-0.0700325286530585,-90,NA,18,1,"Levante UD",18
13,0,26,"4grc9qgcvusllap8h5j6gc5h5",34.23,30.668,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"4ig4kv8c1xew1jlsy1k2iga21",43.89,5.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.433333333333333,2731838621,1,"Unai Elgezabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.8","8.2","Back","26.9","5.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",19,0.01132376,0.01126267,-6.10899999999998e-05,"Real Oviedo",3.45139337152932,0,-68.9441296508304,"U. Elgezabal",19,1,"Levante UD",19
14,0,30,"4grc9qgcvusllap8h5j6gc5h5",44.31,4.964,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"awifojlj7tvikhdfqftwhco44",76.86,7.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2731838673,1,"Andres Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,1,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.2","10.6","Right","32.6","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",20,NA,NA,NA,"Real Oviedo",28.4237851879405,0,3.94373637284452,"A. Garcia",20,1,"Levante UD",20
3,0,32,"clo928vcczjp0mczavs5o7p5k",30.45,59.024,"FirstHalf","Interception","Successful",NA,NA,NA,NA,NA,"ej7ydno7l3dv6xiqpaxrxbmqd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533333333333333,2731838665,8,"Dani Calvo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Oviedo","away","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",21,NA,NA,NA,"Levante UD",0,0,NA,"D. Calvo",21,1,"Levante UD",21
16,0,45,"4grc9qgcvusllap8h5j6gc5h5",74.76,0,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"awifojlj7tvikhdfqftwhco44",84.42,8.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2731838953,1,"Andres Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,56,212,213,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80.4","13.1","Right","14.0","0.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","0 : 0","2024-10-06","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",22,NA,NA,NA,"Real Oviedo",13.0500877454915,0,42.6808007271961,"A. Garcia",22,1,"Levante UD",22
