"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","type_value_Team player formation","type_value_Resume","type_value_Team formation","type_value_Involved","type_value_Captain","type_value_Team kit","type_value_Jersey number","type_value_Player position","type_value_Direction of Play","type_value_Zone","type_value_Pass End X","type_value_Pass End Y","type_value_Angle","type_value_Length","type_value_Kick Off","type_value_Direct","type_value_Shirt Pull/Holding","type_value_Offensive","type_value_Opposite related event ID","type_value_Foul","type_value_Related event ID","type_value_Defensive","type_value_Yellow Card","type_value_Long ball","type_value_Chipped","type_value_Cross","type_value_Free kick taken","type_value_Intentional
assist","type_value_Assist","type_value_Head","type_value_Box-centre","type_value_First Touch","type_value_Assisted","type_value_Goal mouth z coordinate","type_value_Blocked x co-ordinate","type_value_Goal mouth y coordinate","type_value_Blocked y co-ordinate","type_value_Big Chance","type_value_Low centre","type_value_Set piece","type_value_Hands","type_value_Collected","type_value_Stooping","type_value_None","type_value_Gk kick from hands","type_value_Head pass","type_value_Launch","type_value_GK X blocked","type_value_Regular play","type_value_Box-right","type_value_GK Y Coordinate","type_value_Close left","type_value_Right footed","type_value_Swerve Left","type_value_High","type_value_Goal Kick","type_value_Lay-off","type_value_Not visible","type_value_Throw-in","type_value_Attempted Tackle","type_value_Switch of play","type_value_Individual Play","type_value_Volley","type_value_Low","type_value_Flick-on","type_value_Blocked
Pass","type_value_Left","type_value_Right","type_value_Corner taken","type_value_Through ball","type_value_Last line","type_value_Pull Back","type_value_Out of play","type_value_Overrun","type_value_Out of box-centre","type_value_Blocked","type_value_Def block","type_value_Close right","type_value_Blocked cross","type_value_High left","type_value_Left footed","type_value_In-swinger","type_value_Strong","type_value_High centre","type_value_Parried danger","type_value_Standing","type_value_Not past goal line","type_value_Swerve Right","type_value_Out on
sideline","type_value_Keeper Throw","type_value_End type","type_value_Players caught offside","type_value_Indirect","type_value_Unchallenged","type_value_Saved off line","type_value_Six yard blocked","type_value_Small box-left","type_value_Low right","type_value_Diving","type_value_Parried safe","type_value_From corner","type_value_Follows shot rebound","type_value_Tactical","type_value_Formation slot","type_value_Detailed Position ID","type_value_Position Side ID","type_value_Overhit Cross","type_value_Out-swinger","type_value_Aerial Foul","type_value_Low left","type_value_Shove/push","type_value_Captain change","type_value_Game end","value_Team player formation","value_Resume","value_Team formation","value_Involved","value_Captain","value_Team kit","value_Jersey number.x","value_Player position","value_Direction of Play","value_Zone","value_Pass End X","value_Pass End Y","value_Angle","value_Length","value_Kick Off","value_Direct","value_Shirt Pull/Holding","value_Offensive","value_Opposite related event ID","value_Foul","value_Related event ID","value_Defensive","value_Yellow Card","value_Long ball","value_Chipped","value_Cross","value_Free kick taken","value_Intentional
assist","value_Assist","value_Head","value_Box-centre","value_First Touch","value_Assisted","value_Goal mouth z coordinate","value_Blocked x co-ordinate","value_Goal mouth y coordinate","value_Blocked y co-ordinate","value_Big Chance","value_Low centre","value_Set piece","value_Hands","value_Collected","value_Stooping","value_None","value_Gk kick from hands","value_Head pass","value_Launch","value_GK X blocked","value_Regular play","value_Box-right","value_GK Y Coordinate","value_Close left","value_Right footed","value_Swerve Left","value_High","value_Goal Kick","value_Lay-off","value_Not visible","value_Throw-in","value_Attempted Tackle","value_Switch of play","value_Individual Play","value_Volley","value_Low","value_Flick-on","value_Blocked
Pass","value_Left","value_Right","value_Corner taken","value_Through ball","value_Last line","value_Pull Back","value_Out of play","value_Overrun","value_Out of box-centre","value_Blocked","value_Def block","value_Close right","value_Blocked cross","value_High left","value_Left footed","value_In-swinger","value_Strong","value_High centre","value_Parried danger","value_Standing","value_Not past goal line","value_Swerve Right","value_Out on
sideline","value_Keeper Throw","value_End type","value_Players caught offside","value_Indirect","value_Unchallenged","value_Saved off line","value_Six yard blocked","value_Small box-left","value_Low right","value_Diving","value_Parried safe","value_From corner","value_Follows shot rebound","value_Tactical","value_Formation slot","value_Detailed Position ID","value_Position Side ID","value_Overhit Cross","value_Out-swinger","value_Aerial Foul","value_Low left","value_Shove/push","value_Captain change","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number","formation_position","formation_name","value_Jersey number.y"
4,0,13,"4grc9qgcvusllap8h5j6gc5h5",0,0,"FirstHalf","Card","Successful",NA,NA,NA,NA,NA,"bqb9wziyiw0rngildx44uhxbd",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216666666666667,2760206725,17,"Diego Pampin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,55,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",11,NA,NA,NA,"Albacete Balompié",0,0,0,"D. Pampin",11,1,"Albacete Balompié",11,"LB","433",16
9,1,2,"13zq8jfp5uydowd3ibknxaffj",76.23,4.692,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"bjzhwuehd7jzlbh04129h2w9h",92.505,34.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03333333333333,2760206953,1,"Jose Carlos Lazo",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,152,NA,NA,NA,NA,NA,NA,NA,1,155,2,5,154,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","88.1","50.2","1.07","33.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",12,0.02122129,0.10805102,0.08682973,"Levante UD",28.5733694939391,0,61.0686316507778,"J. C. Lazo",12,1,"Albacete Balompié",12,"LMF","442",11
10,1,4,"13zq8jfp5uydowd3ibknxaffj",93.975,34.612,"FirstHalf","SavedShot","Successful",NA,NA,NA,NA,NA,"75xbiozismh96vufhrhkng4mi",93.975,34.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06666666666667,2760206957,15,"Javi Rueda",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,55,NA,NA,NA,NA,NA,NA,154,NA,15,17,328,29,103,146,102,147,214,78,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.4","99.0","50.2","50.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",13,NA,NA,NA,"Levante UD",0,0,0,"J. Rueda",13,1,"Albacete Balompié",13,"RB","442",29
5,1,4,"4grc9qgcvusllap8h5j6gc5h5",1.47,34.204,"FirstHalf","Save","Successful",NA,NA,NA,NA,NA,"dlc9ht6hrf8bu1sxgqkm8fh79",1.47,34.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06666666666667,2760206937,10,"Andres Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,177,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",14,NA,NA,NA,"Albacete Balompié",0,0,0,"A. Fernandez",14,2,"Levante UD",14,"GK","433",1
6,1,5,"4grc9qgcvusllap8h5j6gc5h5",1.47,34.204,"FirstHalf","KeeperPickup","Successful",NA,NA,NA,NA,NA,"dlc9ht6hrf8bu1sxgqkm8fh79",1.47,34.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08333333333333,2760206943,52,"Andres Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",15,NA,NA,NA,"Albacete Balompié",0,0,0,"A. Fernandez",15,2,"Levante UD",15,"GK","433",1
6.5,1,6,"4grc9qgcvusllap8h5j6gc5h5",1.47,34.204,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"dlc9ht6hrf8bu1sxgqkm8fh79",14.7,28.288,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",16,0.00941056,0.01082722,0.00141666,"Albacete Balompié",0,13.0497227369537,-24.0925476899347,NA,16,2,"Levante UD",16,"GK","433",1
7,1,7,"4grc9qgcvusllap8h5j6gc5h5",14.7,28.288,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"dlc9ht6hrf8bu1sxgqkm8fh79",77.49,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11666666666667,2760206985,1,"Andres Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","73.8","65.0","0.25","64.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",17,NA,NA,NA,"Albacete Balompié",61.1404015610566,0,14.220312219794,"A. Fernandez",17,2,"Levante UD",17,"GK","433",1
11,1,12,"13zq8jfp5uydowd3ibknxaffj",26.355,24.548,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"3whr30v0m4xwv82whoklaxaeh",31.71,20.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2760206995,1,"Alvaro Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","30.2","29.9","5.62","6.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",18,0.01110462,0.01110462,0,"Levante UD",4.65736727879028,0,-38.2134146411686,"A. Rodriguez",18,3,"Albacete Balompié",18,"LB","442",2
12,1,14,"13zq8jfp5uydowd3ibknxaffj",31.815,17.748,"FirstHalf","BallRecovery","Successful",NA,NA,NA,NA,NA,"4abq4vylr8xr2ippapvysd32t",31.815,17.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23333333333333,2760206999,49,"Agus Medina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",19,NA,NA,NA,"Levante UD",0,0,0,"A. Medina",19,3,"Albacete Balompié",19,"CM","442",4
13,1,15,"13zq8jfp5uydowd3ibknxaffj",31.815,17.748,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"4abq4vylr8xr2ippapvysd32t",39.48,10.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2760207011,1,"Agus Medina",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","37.6","15.3","5.52","10.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",20,0.01110462,0.01214719,0.00104257,"Levante UD",5.3284363251631,0,-43.774792340103,"A. Medina",20,3,"Albacete Balompié",20,"CM","442",4
13.5,1,17.5,"13zq8jfp5uydowd3ibknxaffj",39.48,10.404,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"e18oezz5jq7pf3h4azgv3ofrp",47.985,4.556,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,1.29166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",21,0.01214719,0.01248344,0.00033625,"Levante UD",0,5.47037764152876,-34.5122396313784,NA,21,3,"Albacete Balompié",21,"RMF","442",10
14,1,20,"13zq8jfp5uydowd3ibknxaffj",47.985,4.556,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"e18oezz5jq7pf3h4azgv3ofrp",40.845,5.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,2760207035,1,"Fidel",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","38.9","8.3","2.99","7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",22,0.01248344,0.01126267,-0.00122077,"Levante UD",-5.97319894402031,0,171.335864566892,"Fidel",22,3,"Albacete Balompié",22,"RMF","442",10
